1	33	1	4	2	8	0	6	0	3	5	0	4	1	1	8	2	2	6	0	0	1	2	6	1	0	2	1	5	3	1	8	8	1	1	8	1	3	3	3	0	0	3	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
2	6	1	3	2	2	0	5	0	4	5	2	2	1	4	5	5	4	0	5	0	0	4	0	0	4	3	0	2	1	3	6	9	0	0	7	2	1	1	5	4	0	6	8	2	0	0	6	0	4	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	
3	39	1	3	3	9	1	4	2	3	5	2	3	2	3	6	2	4	4	2	1	1	3	2	2	1	1	5	2	1	1	8	6	2	2	6	3	2	4	3	1	0	3	5	2	0	0	6	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	
4	9	1	2	3	3	2	3	2	4	5	4	1	2	4	4	2	4	4	2	1	1	5	1	2	3	1	3	2	2	3	6	7	2	1	7	2	2	5	3	1	0	4	4	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
5	31	1	2	4	7	0	2	0	7	9	0	0	0	6	3	0	0	9	0	0	0	2	4	4	0	0	0	7	2	9	0	7	2	0	9	0	5	4	0	0	0	3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
6	30	1	2	4	7	1	4	2	3	5	0	4	4	3	2	1	2	6	1	0	1	3	3	3	1	1	2	5	1	5	4	5	1	4	9	0	2	5	2	1	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	
7	35	1	2	4	8	2	5	1	2	8	0	1	2	5	3	1	5	4	2	0	0	3	3	3	1	1	5	4	0	8	1	8	1	1	4	5	2	5	2	0	0	3	5	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
8	6	1	3	3	2	3	4	2	2	9	0	0	0	5	4	4	4	2	4	3	0	2	0	2	6	1	0	2	0	0	9	5	4	0	3	6	1	3	4	2	2	6	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
9	4	1	2	4	1	0	7	2	0	9	0	0	1	7	2	3	4	2	2	0	0	4	3	1	2	3	1	4	1	7	2	7	0	2	7	2	3	3	3	1	0	4	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
10	10	1	4	2	3	0	7	0	2	9	0	0	0	2	7	2	3	5	0	0	0	5	2	3	0	4	0	5	0	0	9	6	1	2	6	3	0	7	2	0	0	4	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	
11	34	1	3	3	8	0	9	0	0	5	0	4	2	3	4	0	3	6	0	0	2	0	3	5	1	0	0	7	2	4	5	3	2	4	7	2	6	2	2	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
12	36	1	3	3	8	2	1	0	6	8	0	1	1	1	7	1	5	4	2	1	0	4	3	0	2	2	2	4	0	5	4	6	2	1	2	7	2	3	3	2	1	5	3	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
13	38	1	3	2	9	0	6	3	0	9	0	0	0	4	5	2	4	4	2	2	0	4	2	1	2	3	2	4	0	9	0	7	0	2	6	3	2	5	3	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
