1	33	1	3	2	8	0	5	1	3	7	0	2	1	2	6	1	2	7	1	0	1	2	5	2	1	1	2	6	1	1	8	8	0	1	8	1	0	4	5	0	0	4	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	37	1	2	2	8	1	4	1	4	6	2	2	0	4	5	0	5	4	0	0	0	5	0	4	0	2	3	5	0	2	7	7	1	2	6	3	2	0	5	2	0	5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	37	1	2	2	8	0	4	2	4	3	2	4	4	4	2	0	5	4	0	0	0	7	0	2	0	5	0	4	0	7	2	7	0	2	9	0	4	5	0	0	0	3	4	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	9	1	3	3	3	2	3	2	4	5	2	2	2	3	4	3	4	2	4	0	0	3	1	2	3	2	1	4	0	5	4	9	0	0	7	2	1	5	3	0	0	4	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5	40	1	4	2	10	1	4	1	4	7	1	2	2	4	4	5	4	0	0	5	4	0	0	0	9	0	0	0	0	4	5	6	2	1	5	4	0	0	9	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	23	1	2	1	5	0	5	0	5	0	6	3	3	5	2	0	5	4	2	0	0	4	2	2	2	2	2	4	2	9	0	5	3	3	9	0	5	2	3	0	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	39	2	3	2	9	2	2	0	5	7	2	0	0	3	6	0	4	5	0	0	0	4	1	5	0	1	4	5	0	6	3	8	0	1	9	0	4	3	3	0	0	3	5	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	33	1	2	3	8	0	7	0	2	7	2	0	0	5	4	0	3	6	2	0	0	2	5	2	2	1	2	5	2	0	9	4	4	2	6	3	2	5	3	0	0	3	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
9	33	1	2	4	8	0	1	3	6	6	0	3	3	3	3	0	1	8	1	1	0	1	8	1	1	1	0	8	1	9	0	5	2	3	7	2	7	2	1	0	0	2	3	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10	11	2	3	3	3	3	5	0	2	7	0	2	2	2	6	0	4	5	2	0	0	3	3	3	1	2	1	4	2	0	9	6	1	2	6	3	2	3	3	1	0	4	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
11	10	1	4	3	3	1	4	1	4	7	1	2	0	3	6	4	3	3	0	0	0	9	0	0	3	0	6	0	0	0	9	6	2	1	5	4	0	3	2	2	2	8	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	9	1	3	3	3	1	3	2	4	7	1	2	2	3	5	1	7	1	4	0	0	5	1	1	2	3	4	1	0	6	3	7	1	2	4	5	3	4	3	1	0	3	4	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
13	33	1	2	3	8	1	4	1	4	6	2	3	3	4	3	1	4	5	1	1	0	3	2	4	1	2	2	5	1	5	4	6	1	3	7	2	3	4	3	1	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	41	1	3	3	10	0	5	0	4	7	1	1	1	4	5	2	4	4	3	0	1	2	2	2	4	2	1	4	0	5	4	7	2	0	8	1	3	2	4	1	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15	23	1	1	2	5	0	6	1	2	1	2	6	5	3	1	2	6	2	1	0	0	4	3	2	1	3	2	4	0	9	0	5	1	3	5	4	4	3	3	0	0	3	3	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
16	33	1	2	3	8	0	7	0	2	7	2	0	0	5	4	0	3	6	2	0	0	2	5	2	2	1	2	5	2	0	9	4	4	2	6	3	2	5	3	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
17	38	1	2	3	9	0	6	0	3	7	0	2	0	6	3	2	6	2	2	0	0	4	0	4	2	2	4	2	0	6	3	7	2	0	4	5	0	1	6	2	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	22	2	3	3	5	0	5	0	4	7	0	2	0	2	7	2	1	7	0	2	0	1	1	5	2	0	0	7	0	4	5	6	1	2	7	2	0	6	3	0	0	4	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
19	13	1	4	2	3	2	4	0	3	7	0	2	1	3	6	5	4	1	6	0	0	3	0	1	5	2	1	2	0	4	5	7	1	2	5	4	2	2	6	0	0	4	6	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
20	31	1	2	4	7	0	2	0	7	9	0	0	0	6	3	0	0	9	0	0	0	2	4	4	0	0	0	7	2	9	0	7	2	0	9	0	5	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
21	33	1	4	3	8	0	6	0	3	9	0	0	0	3	6	0	0	9	0	0	3	0	6	0	0	0	3	6	0	9	0	7	2	0	9	0	3	5	2	0	0	3	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
22	33	2	3	3	8	0	4	2	3	7	0	2	0	2	7	0	2	7	0	0	2	4	0	3	0	0	5	4	0	0	9	7	0	2	9	0	3	6	0	0	0	3	3	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
23	13	1	3	2	3	1	7	0	2	7	0	2	1	3	6	3	5	1	6	0	0	2	0	1	6	1	3	1	0	4	5	7	2	1	5	4	1	1	8	0	0	5	6	2	0	0	6	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
24	34	2	3	2	8	0	7	0	2	7	2	0	0	4	5	0	2	7	0	2	0	2	4	2	0	0	4	5	0	2	7	5	4	0	9	0	0	5	4	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
25	13	2	4	3	3	0	4	2	4	8	1	1	1	3	6	1	7	2	4	0	0	3	3	0	1	3	3	3	0	1	8	8	0	1	4	5	0	5	4	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
26	33	1	3	3	8	0	6	1	2	6	0	3	2	3	5	1	2	6	1	0	1	4	2	4	1	2	2	5	2	2	7	7	0	2	7	2	0	4	5	0	0	4	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
27	37	1	3	3	8	0	5	0	4	7	2	0	0	3	6	3	5	2	1	0	0	5	2	2	1	3	3	2	1	8	1	9	0	0	5	4	2	3	3	2	0	5	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	40	1	3	3	10	0	3	0	6	9	0	0	0	4	5	2	0	7	2	0	5	0	2	0	2	1	5	3	0	2	7	7	2	0	7	2	4	2	4	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
29	31	1	4	2	7	0	9	0	0	5	0	4	0	0	9	0	0	9	0	0	2	0	3	5	0	4	0	5	0	9	0	3	2	4	7	2	9	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
30	33	2	2	3	8	0	7	1	2	5	1	4	4	1	5	0	2	7	0	0	1	2	6	1	0	2	1	7	1	8	1	5	1	4	8	1	5	3	2	0	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
31	24	2	2	2	5	1	3	2	4	2	4	3	3	3	3	2	5	3	2	0	0	5	3	0	2	1	4	4	0	5	4	7	0	2	9	0	5	3	2	0	0	3	2	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
32	23	1	2	2	5	2	4	2	4	7	1	2	6	0	3	1	8	0	3	0	0	1	1	5	0	3	6	1	0	6	3	7	1	2	6	3	4	4	2	0	0	3	3	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	33	1	4	3	8	1	4	1	5	8	1	1	1	2	7	2	2	6	3	1	1	2	4	1	3	1	1	5	1	4	5	5	4	1	7	2	4	2	4	0	1	4	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
34	38	1	2	3	9	0	5	2	2	4	2	4	4	4	3	1	3	5	2	1	0	3	2	3	2	2	1	3	2	6	3	6	1	3	8	1	4	3	3	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	13	2	4	3	3	0	4	2	4	8	1	1	1	3	6	1	7	2	4	0	0	3	3	0	1	3	3	3	0	1	8	8	0	1	4	5	0	5	4	0	0	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
36	8	1	3	2	2	2	4	1	4	6	1	3	1	4	5	2	5	2	2	2	0	3	1	3	3	2	2	3	1	6	3	7	1	2	6	3	3	4	3	0	0	3	7	2	0	0	6	0	0	0	0	0	0	0	4	0	2	0	3	0	0	0	0	4	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0
37	7	1	3	2	2	0	7	2	0	7	2	0	0	6	3	2	7	0	2	0	0	7	0	0	2	3	4	0	0	0	9	7	2	0	7	2	0	6	3	0	0	4	6	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
